id_atleta,sexo,edad,disciplina,subdisciplina,posicion,nivel,estatura_cm,masa_corporal_kg,imc,pct_grasa,masa_grasa_kg,masa_libre_grasa_kg,masa_muscular_kg,cintura_cm,cadera_cm,envergadura_cm,muslo_cm,brazo_contraido_cm,suma_6_pliegues,sprint_10m_s,sprint_20m_s,sprint_30m_s,salto_vertical_cm,salto_horizontal_cm,handgrip_kg,sentadilla_1rm_kg,press_banca_1rm_kg,vo2max_estimado_ml_kg_min,beep_test_nivel,cooper_12min_m,yoyo_ir1_m,t_test_s,illinois_s,rsa_6x30m_promedio_s,rsa_6x30m_fatiga_pct,sit_and_reach_cm
OUT-762,F,24,Bádminton,Individual,Open,Profesional,163.5,105.88,22.49,13.7,11.24,67.88,66.92,100.09,87.49,199.64,55.56,38.08,33.71,1.491,3.429,3.203,65.53,8.72,65.42,132.47,97.38,70.34,11.35,3271.58,1912.54,12.562,18.507,8.3,1.04,19.73
ATH-13028,F,26,Bádminton,Individual,Open,Intermedio,172.19,72.76,24.54,12.08,8.79,63.96,38.5,79.09,97.89,177.04,50.91,33.41,38.27,1.776,3.248,4.659,41.3,61.87,48.56,118.94,96.16,55.1,13.37,2343.67,1321.85,11.124,18.925,9.491,8.66,25.16
ATH-13029,M,23,Boxeo,Individual,-70kg,Intermedio,185.83,74.2,21.49,15.22,11.29,62.91,39.85,84.24,101.66,187.44,55.92,39.08,43.56,1.77,3.447,5.022,31.79,82.95,50.07,131.75,73.17,50.75,13.16,2115.44,1101.97,11.967,19.057,11.682,6.66,13.27
ATH-13030,M,25,Judo,Individual,Open,Intermedio,163.6,74.84,27.96,6.65,4.98,69.86,38.72,84.16,100.04,164.34,61.0,37.49,21.86,1.763,3.358,4.882,40.24,74.86,51.49,137.43,79.22,64.0,17.49,2682.48,1522.61,11.791,18.464,9.875,3.2,27.83
ATH-13031,M,23,Bádminton,Individual,-70kg,Intermedio,173.52,70.62,23.45,8.53,6.02,64.59,38.6,90.47,102.92,181.6,59.35,36.63,25.53,1.771,3.223,4.701,44.01,82.81,54.57,166.25,96.43,52.34,14.95,2153.33,1156.44,10.761,17.01,10.088,7.62,24.04
ATH-13032,F,27,Boxeo,Individual,+80kg,Élite,166.21,72.6,26.28,15.89,11.53,61.06,43.78,90.01,100.44,177.33,52.49,37.6,39.19,1.688,3.284,4.609,42.14,76.9,48.53,141.39,78.53,48.38,11.64,1908.26,1087.4,11.318,18.831,9.896,5.24,20.38
ATH-13033,M,28,Boxeo,Individual,-70kg,Intermedio,177.51,62.39,19.8,11.19,6.98,55.4,29.9,83.66,97.67,184.18,56.44,31.05,30.99,1.83,3.465,5.017,51.43,91.78,57.69,123.28,81.28,61.94,15.64,2735.17,1402.36,10.774,17.741,13.215,5.73,20.24
ATH-13034,F,22,Bádminton,Individual,-70kg,Intermedio,174.88,77.02,25.18,10.28,7.92,69.1,36.59,89.67,95.9,178.64,54.31,38.63,28.84,1.884,3.501,5.01,48.42,93.49,48.84,139.5,81.66,46.81,10.93,2037.36,974.26,10.904,17.213,7.929,6.22,24.38
ATH-13035,M,18,Judo,Individual,Open,Intermedio,184.18,76.32,22.5,11.13,8.49,67.82,41.34,87.66,100.22,196.32,55.48,37.1,29.6,1.768,3.324,5.143,36.39,70.78,59.19,156.17,88.53,56.21,14.34,2281.97,1201.05,11.756,18.741,9.771,8.36,18.85
ATH-13036,M,25,Bádminton,Individual,Open,Amateur,175.66,69.22,22.43,10.57,7.32,61.9,33.7,82.05,105.15,182.05,51.09,34.83,29.11,1.869,3.478,4.956,37.98,55.81,41.76,130.7,75.54,56.76,14.27,2467.81,1214.8,11.035,17.521,8.443,8.25,24.9
ATH-13037,F,25,Tenis,Individual,-70kg,Intermedio,175.07,77.26,25.21,13.85,10.7,66.55,38.88,92.36,110.2,177.33,54.0,35.75,40.31,1.921,3.595,5.284,34.47,63.89,46.81,104.23,89.81,55.91,14.47,2365.2,1368.92,11.925,18.434,10.907,7.89,20.73
ATH-13038,F,19,Bádminton,Individual,Open,Élite,162.01,65.1,24.8,10.9,7.1,58.01,32.0,88.92,98.05,164.26,55.55,36.69,29.59,1.87,3.385,4.702,35.8,69.19,49.26,126.32,90.3,50.55,12.34,2140.01,1088.4,10.262,15.898,13.422,5.86,18.53
ATH-13039,F,24,Boxeo,Individual,+80kg,Intermedio,187.5,75.71,21.54,12.87,9.74,65.97,40.72,85.42,94.64,190.72,61.98,30.83,38.09,1.815,3.546,5.005,44.52,66.26,53.59,121.67,118.03,48.92,12.69,1998.07,1156.3,10.577,17.628,11.354,5.9,15.94
ATH-13040,M,25,Tenis,Individual,-70kg,Élite,178.58,74.76,23.44,13.72,10.26,64.5,35.61,88.86,105.31,180.52,58.71,34.4,36.99,1.852,3.346,4.962,43.25,75.07,48.29,134.86,85.88,55.84,13.62,2314.21,1281.29,10.083,16.389,10.016,7.69,16.65
ATH-13041,M,26,Bádminton,Individual,+80kg,Intermedio,174.8,72.56,23.75,13.54,9.83,62.74,33.91,85.82,101.1,180.87,58.52,33.1,32.94,1.716,2.997,4.529,41.39,73.11,42.82,144.44,78.76,51.37,13.71,2145.78,1133.1,11.275,16.741,9.341,4.29,21.97
ATH-13042,F,19,Bádminton,Individual,-70kg,Intermedio,186.3,81.77,23.56,12.49,10.21,71.56,42.76,92.86,101.73,190.47,59.31,36.65,36.05,1.737,3.117,4.133,44.75,101.06,51.36,133.04,71.59,50.8,12.05,2163.44,1105.07,11.204,18.444,8.694,4.13,16.52
ATH-13043,M,23,Judo,Individual,Open,Amateur,177.56,77.75,24.66,12.46,9.69,68.06,37.04,90.69,98.95,184.83,59.46,39.68,30.58,1.702,2.881,3.533,41.27,77.37,44.49,128.34,102.82,52.71,13.95,2287.73,1106.06,11.038,18.04,9.893,5.06,27.66
ATH-13044,M,25,Judo,Individual,-70kg,Intermedio,171.9,65.66,22.22,9.98,6.55,59.11,34.3,83.96,95.63,176.6,55.48,36.74,26.74,1.876,3.615,5.256,43.03,75.23,52.79,143.94,68.04,53.18,13.76,2125.61,1247.38,11.059,16.717,12.941,3.97,19.26
OUT-284,M,26,Bádminton,Individual,-70kg,Profesional,184.75,110.66,35.77,19.17,25.45,73.76,63.41,95.56,110.31,163.58,55.34,36.41,63.61,1.953,4.52,5.087,49.73,14.56,32.93,156.53,43.79,75.85,17.16,2314.88,1775.65,11.504,13.989,8.299,11.47,13.01
ATH-13046,M,22,Boxeo,Individual,Open,Intermedio,178.97,64.06,20.0,10.71,6.86,57.2,31.37,82.44,95.8,184.06,57.56,30.88,28.73,1.76,3.261,4.785,45.58,85.13,46.86,131.72,91.1,58.66,14.1,2437.41,1405.74,10.475,17.742,11.7,4.18,24.05
ATH-13047,F,21,Tenis,Individual,Open,Profesional,178.37,78.99,24.83,12.37,9.77,69.22,42.91,87.67,99.02,186.95,58.26,35.65,39.44,1.614,2.916,4.147,53.27,120.4,50.5,153.32,83.53,56.63,15.36,2508.77,1317.33,10.043,16.192,8.585,5.05,16.04
OUT-1187,F,19,Boxeo,Individual,Open,Profesional,192.49,92.36,16.43,19.24,26.36,62.47,48.32,87.78,93.86,182.63,62.61,28.42,77.27,2.006,3.971,4.916,58.32,43.92,62.05,211.29,85.97,54.08,17.08,3511.81,722.67,13.433,14.974,14.382,5.97,29.4
ATH-13049,M,21,Judo,Individual,+80kg,Élite,165.34,73.64,26.94,13.28,9.78,63.86,39.25,86.8,104.56,172.48,56.93,34.02,37.04,1.851,3.298,4.713,39.22,55.16,44.21,128.59,96.9,50.8,11.55,2003.15,1029.7,11.313,19.048,13.926,7.82,20.4
ATH-13050,F,25,Tenis,Individual,+80kg,Intermedio,171.03,75.32,25.75,12.34,9.3,66.02,40.09,90.54,93.58,174.31,56.63,36.92,28.88,1.877,3.573,5.358,44.23,72.97,53.09,135.76,91.34,54.55,13.45,2160.62,1218.86,10.583,16.434,10.341,6.57,18.39
ATH-13051,M,28,Tenis,Individual,-70kg,Intermedio,169.07,73.74,25.8,6.55,4.83,68.91,43.28,89.96,101.2,174.78,56.55,38.28,17.35,1.63,3.046,4.414,46.13,51.11,54.77,141.08,110.7,59.75,15.6,2450.32,1377.77,10.35,16.843,9.334,6.23,28.49
ATH-13052,F,23,Tenis,Individual,+80kg,Intermedio,180.87,70.99,21.7,10.08,7.16,63.83,38.25,86.82,102.75,182.25,57.79,36.58,30.51,1.871,3.271,4.681,51.86,68.73,52.8,117.55,84.69,50.14,12.91,1947.83,1110.88,10.257,16.471,9.965,7.64,30.42
ATH-13053,M,31,Judo,Individual,Open,Intermedio,170.8,74.54,25.55,9.68,7.22,67.32,38.81,91.42,100.77,173.4,56.53,34.88,26.16,1.599,3.157,4.811,43.56,107.9,57.01,150.83,79.23,48.1,11.49,1956.48,1031.55,10.777,17.709,10.169,2.35,16.9
ATH-13054,M,25,Boxeo,Individual,-70kg,Amateur,174.97,69.85,22.82,11.27,7.87,61.98,39.22,85.71,100.79,179.05,58.15,37.35,28.15,1.776,3.657,5.262,39.45,91.61,53.85,159.68,95.7,45.72,11.61,1858.06,1043.17,10.89,18.35,14.337,6.71,19.53
ATH-13055,M,23,Bádminton,Individual,+80kg,Profesional,173.65,77.99,25.86,14.36,11.2,66.79,40.08,92.27,106.87,178.49,54.54,36.18,40.46,1.757,3.263,4.881,36.22,29.31,40.41,140.94,93.78,46.06,9.93,1886.5,977.24,11.192,17.158,12.138,10.16,12.7
ATH-13056,M,28,Tenis,Individual,+80kg,Profesional,169.63,72.62,25.24,11.01,7.99,64.63,39.82,86.01,103.71,175.39,57.73,37.85,33.23,1.851,3.337,4.978,43.19,101.9,53.57,102.3,104.88,49.6,13.2,2079.19,1208.15,11.077,18.656,12.263,3.27,16.72
ATH-13057,M,22,Boxeo,Individual,-70kg,Amateur,170.75,70.63,24.22,8.54,6.03,64.6,35.91,90.77,104.45,173.81,55.58,37.82,25.15,1.713,3.412,4.803,36.57,84.65,49.56,140.47,80.07,55.32,14.08,2345.48,1277.78,10.649,17.912,10.693,4.71,15.7
ATH-13058,F,22,Judo,Individual,Open,Amateur,179.21,81.45,25.36,13.36,10.88,70.57,40.42,87.41,102.61,187.85,60.36,39.12,38.11,1.611,2.989,4.182,45.66,39.6,47.83,172.94,90.48,58.22,15.84,2460.09,1436.25,10.447,17.774,10.045,4.12,17.32
ATH-13059,M,21,Boxeo,Individual,Open,Élite,172.34,80.25,27.02,13.93,11.18,69.07,36.2,89.86,106.31,175.97,53.36,38.18,41.21,1.881,3.519,4.882,39.78,74.88,52.42,141.75,92.59,55.28,13.92,2431.05,1308.18,11.244,16.849,11.567,6.29,22.51
ATH-13060,F,27,Judo,Individual,Open,Intermedio,178.75,69.78,21.84,11.49,8.01,61.76,35.08,85.55,103.23,190.64,58.98,34.75,30.89,1.826,3.5,4.748,38.67,63.5,45.79,118.84,97.1,53.88,12.13,2284.73,1184.15,11.86,18.701,7.687,2.72,25.37
OUT-1137,M,25,Judo,Individual,+80kg,Profesional,147.36,56.36,18.76,8.81,24.91,59.97,53.71,91.32,110.25,199.24,49.72,33.31,74.7,1.557,4.29,3.308,40.5,73.82,69.77,86.66,47.15,60.78,6.35,2290.01,726.34,12.948,19.595,14.98,10.9,27.19
ATH-13062,M,21,Judo,Individual,-70kg,Intermedio,166.0,72.65,26.36,9.06,6.58,66.06,39.66,89.38,98.52,169.74,57.01,31.5,24.72,1.652,3.009,4.426,48.06,84.96,45.38,128.47,90.37,45.82,10.77,1841.81,853.94,11.389,18.56,11.04,8.57,28.52
ATH-13063,M,20,Boxeo,Individual,Open,Intermedio,178.28,66.94,21.06,10.3,6.89,60.05,35.97,84.25,97.7,182.41,54.72,36.96,26.33,1.776,3.107,4.162,46.18,93.96,39.73,124.18,108.2,60.02,15.67,2548.95,1427.86,10.432,16.007,7.287,3.48,23.31
ATH-13064,F,23,Boxeo,Individual,+80kg,Amateur,184.81,68.01,19.91,13.4,9.11,58.9,33.93,83.77,97.06,190.88,54.34,36.39,40.01,1.777,3.399,5.55,45.43,111.26,43.56,142.27,87.31,52.94,11.96,2135.52,1081.65,10.508,17.222,9.797,6.68,16.92
ATH-13065,M,18,Tenis,Individual,-70kg,Amateur,186.22,75.83,21.87,12.16,9.22,66.61,39.46,90.43,95.72,201.99,56.65,32.48,35.45,1.798,3.329,5.141,42.32,77.11,49.32,147.01,95.82,47.64,12.59,1906.57,1109.6,11.45,19.527,10.613,2.97,22.8
ATH-13066,M,19,Judo,Individual,-70kg,Intermedio,174.54,80.34,26.37,13.67,10.98,69.35,37.1,89.2,94.96,179.91,56.41,38.49,39.68,1.879,3.631,5.216,37.93,73.22,48.08,103.83,87.09,55.36,14.42,2354.31,1234.81,10.962,18.279,12.28,5.49,20.82
OUT-873,M,24,Boxeo,Individual,Open,Intermedio,181.85,48.07,24.99,15.74,18.0,53.29,48.13,86.25,113.15,181.16,56.49,41.81,4.44,1.435,2.361,2.784,66.58,145.13,43.45,210.3,103.88,36.85,15.61,2747.97,1702.0,9.058,14.837,13.051,13.55,13.31
ATH-13068,M,18,Bádminton,Individual,Open,Intermedio,173.76,73.39,24.31,14.26,10.46,62.93,33.79,90.98,102.66,182.54,59.91,36.69,36.22,1.868,3.376,4.6,32.3,50.38,38.5,119.67,91.31,52.56,13.03,2280.71,1188.74,11.069,16.472,10.75,8.12,20.3
ATH-13069,M,25,Tenis,Individual,-70kg,Élite,171.79,73.59,24.93,8.61,6.34,67.25,39.1,88.27,96.95,178.5,53.57,44.4,16.87,1.777,3.071,4.339,42.38,101.12,55.51,119.97,95.45,50.43,12.98,2089.51,1039.15,11.542,17.623,10.642,3.32,25.73
ATH-13070,F,23,Bádminton,Individual,Open,Amateur,182.1,72.33,21.81,12.98,9.39,62.94,36.73,91.67,94.05,184.67,57.98,36.07,34.49,1.836,3.394,4.611,37.19,71.56,43.75,126.19,101.74,47.1,11.32,1918.55,1102.14,10.617,17.354,12.16,7.08,24.7
ATH-13071,M,23,Judo,Individual,+80kg,Intermedio,175.97,74.4,24.02,7.51,5.59,68.81,40.93,89.09,100.17,183.28,58.13,38.13,23.46,1.691,3.04,4.511,54.5,108.06,49.13,157.21,88.48,56.0,14.07,2242.24,1301.89,10.757,16.479,8.349,3.79,21.06
ATH-13072,M,22,Boxeo,Individual,Open,Amateur,166.47,74.38,26.84,13.62,10.13,64.25,39.06,86.56,103.42,172.21,57.53,31.61,38.99,1.833,3.195,4.52,36.29,73.45,53.97,122.64,104.45,43.89,9.78,1818.11,940.43,11.114,17.335,7.606,5.84,25.9
ATH-13073,M,22,Boxeo,Individual,+80kg,Intermedio,180.37,72.77,22.37,12.78,9.3,63.47,38.03,83.04,98.76,187.7,58.57,36.88,34.07,1.923,3.555,5.356,47.57,107.37,43.2,139.32,92.06,50.89,13.51,2092.25,1074.35,10.584,17.431,15.795,6.16,17.56
ATH-13074,F,22,Bádminton,Individual,Open,Amateur,173.03,74.15,24.76,12.76,9.46,64.68,38.27,88.98,99.89,178.2,57.85,36.59,37.23,1.753,3.224,4.759,41.37,57.64,50.78,145.49,99.13,55.78,13.26,2196.39,1296.26,11.354,17.695,8.889,5.61,21.72
ATH-13075,F,21,Boxeo,Individual,-70kg,Amateur,173.56,71.63,23.78,10.17,7.28,64.34,40.96,87.0,106.65,180.13,55.7,33.85,32.44,1.806,3.392,4.802,54.88,91.78,56.49,128.45,94.28,53.6,13.4,2281.35,1132.15,9.752,15.146,9.416,5.33,18.23
ATH-13076,F,29,Tenis,Individual,-70kg,Intermedio,173.24,73.23,24.4,7.65,5.6,67.63,38.66,88.53,99.13,181.04,57.44,41.23,20.26,1.69,2.971,4.41,43.32,83.65,44.87,129.14,65.68,57.86,15.28,2375.51,1328.53,12.059,19.467,12.806,4.52,27.24
ATH-13077,M,28,Bádminton,Individual,+80kg,Amateur,159.89,68.61,26.84,9.82,6.74,61.87,34.73,97.16,101.65,166.47,58.71,38.27,25.32,1.761,3.282,4.791,44.86,88.62,47.28,123.88,92.71,50.55,12.82,2044.28,1099.88,10.154,16.141,12.691,4.04,25.37
ATH-13078,M,22,Bádminton,Individual,+80kg,Élite,176.66,76.58,24.54,12.98,9.94,66.64,44.58,90.67,102.81,180.37,56.47,37.8,40.77,1.733,3.025,4.207,42.66,91.25,47.06,124.35,89.06,52.07,12.91,2058.14,1120.44,10.562,15.869,12.416,4.49,14.65
ATH-13079,M,24,Boxeo,Individual,Open,Intermedio,176.57,72.51,23.26,17.32,12.56,59.95,34.49,92.68,97.0,180.89,57.27,34.52,48.15,1.876,3.608,5.27,42.41,72.93,48.23,113.0,88.0,50.33,12.62,2010.32,1124.44,10.242,15.443,11.443,8.05,22.65
ATH-13080,F,31,Judo,Individual,Open,Amateur,165.72,78.17,28.47,14.8,11.57,66.6,40.63,85.84,101.75,165.89,52.92,37.56,40.01,1.819,3.331,4.685,41.87,83.5,49.86,126.06,87.83,57.13,15.67,2394.62,1233.19,11.334,19.027,12.443,9.48,22.43
ATH-13081,M,19,Bádminton,Individual,Open,Intermedio,176.75,77.42,24.78,6.93,5.37,72.05,40.48,89.08,101.26,185.79,57.61,34.05,23.45,1.703,3.29,4.817,50.92,81.86,46.23,149.92,110.22,59.29,14.93,2512.91,1373.19,10.571,16.679,10.766,3.56,25.97
ATH-13082,M,24,Boxeo,Individual,+80kg,Intermedio,190.79,69.78,19.17,10.37,7.24,62.54,34.16,90.99,99.91,193.68,56.35,34.91,27.67,1.777,3.266,4.749,48.85,73.86,44.76,124.51,106.58,53.16,13.3,2142.44,1195.13,10.691,17.769,11.96,5.58,16.17
ATH-13083,F,22,Bádminton,Individual,Open,Élite,177.8,72.86,23.05,10.85,7.9,64.96,36.09,84.26,97.9,178.85,52.64,34.15,26.5,1.801,3.57,4.838,38.38,47.04,54.0,152.21,83.5,50.67,10.47,2117.03,1165.7,11.485,17.028,8.727,3.9,19.01
ATH-13084,M,19,Boxeo,Individual,+80kg,Amateur,180.67,70.06,21.46,13.7,9.6,60.46,34.09,89.35,97.97,184.31,59.25,37.52,34.85,1.935,3.44,5.189,37.28,62.32,47.03,103.22,72.77,56.94,14.43,2326.72,1352.44,11.053,19.771,13.543,4.4,17.39
ATH-13085,F,26,Judo,Individual,+80kg,Élite,173.35,79.43,26.43,16.91,13.43,66.0,42.73,94.24,93.52,180.69,52.51,39.82,45.89,1.903,3.44,4.605,33.67,52.7,52.72,116.89,86.99,50.35,12.26,2054.99,1072.78,11.449,19.173,13.922,5.97,28.38
ATH-13086,M,19,Judo,Individual,Open,Intermedio,166.77,64.92,23.34,7.39,4.8,60.12,37.07,83.64,92.76,171.54,52.74,38.49,15.64,1.555,2.879,4.247,47.07,79.97,50.29,110.17,118.84,50.57,11.72,2103.68,991.78,11.129,18.491,8.919,3.01,20.14
ATH-13087,M,18,Boxeo,Individual,+80kg,Profesional,169.42,73.19,25.5,13.33,9.76,63.43,32.67,86.14,101.85,178.15,51.62,31.0,38.06,1.88,3.697,5.608,32.02,52.64,40.18,127.32,89.9,52.88,13.1,2127.19,1067.1,10.922,16.507,9.763,6.77,20.06
ATH-13088,F,23,Tenis,Individual,Open,Élite,183.98,73.56,21.73,9.75,7.17,66.38,40.01,88.23,96.55,193.97,51.9,34.44,26.47,1.614,3.238,4.664,47.0,64.87,44.66,140.01,97.01,55.28,12.79,2234.77,1284.0,10.771,16.074,9.022,4.72,21.22
ATH-13089,F,27,Boxeo,Individual,-70kg,Amateur,181.34,70.24,21.36,11.8,8.29,61.95,32.17,87.56,95.85,186.81,56.07,33.98,33.56,1.786,3.415,5.096,36.38,80.39,53.48,138.75,77.5,48.11,10.8,1842.42,1083.07,10.874,19.431,9.403,7.76,23.08
OUT-1141,F,25,Tenis,Individual,+80kg,Intermedio,191.49,112.57,23.14,8.26,19.35,46.58,50.38,85.89,92.47,202.0,57.36,33.03,7.93,2.162,3.137,3.788,41.89,16.79,32.98,107.29,143.56,72.54,11.73,3575.8,1612.23,10.005,22.749,8.801,5.61,31.61
ATH-13091,M,24,Tenis,Individual,Open,Amateur,183.18,69.85,20.82,14.55,10.17,59.69,35.39,87.15,101.16,194.46,55.53,34.15,46.99,1.85,3.312,4.585,48.71,102.88,47.83,128.37,77.45,49.85,12.44,2132.11,1056.57,10.53,17.092,10.173,8.6,17.49
ATH-13092,F,26,Judo,Individual,-70kg,Intermedio,175.69,73.92,23.95,12.9,9.54,64.39,35.39,87.1,97.42,182.92,51.21,34.09,33.02,1.936,3.463,4.69,42.65,72.05,43.33,155.3,82.07,49.03,11.53,2073.03,1206.55,11.293,17.843,11.381,9.85,18.03
ATH-13093,M,18,Boxeo,Individual,-70kg,Amateur,168.11,70.56,24.97,8.73,6.16,64.4,37.57,87.55,101.18,176.37,59.98,32.97,19.92,1.653,2.822,4.304,41.07,85.12,46.55,127.63,97.27,62.97,15.94,2646.01,1513.09,11.044,17.697,11.52,4.91,15.31
ATH-13094,M,18,Judo,Individual,+80kg,Intermedio,171.28,77.56,26.44,12.78,9.91,67.65,36.92,89.7,102.73,171.77,58.91,39.81,37.16,1.843,3.45,4.727,47.57,93.69,46.07,147.95,67.85,41.19,11.47,1800.0,811.78,10.796,16.308,12.512,4.02,22.6
ATH-13095,M,23,Boxeo,Individual,-70kg,Amateur,172.52,73.37,24.65,10.35,7.59,65.78,38.82,92.71,95.99,177.23,51.87,37.4,29.8,1.922,3.514,4.737,51.66,87.74,50.84,175.97,89.78,55.79,13.23,2293.62,1267.4,10.675,17.531,12.061,7.08,20.01
OUT-1145,F,23,Bádminton,Individual,Open,Intermedio,188.95,95.59,18.96,15.36,13.4,84.48,65.37,88.99,98.17,179.79,63.51,42.57,58.31,1.662,4.799,3.174,26.43,39.82,65.79,195.65,102.91,37.21,9.73,3435.32,603.49,11.636,15.681,7.581,7.59,34.7
OUT-366,M,23,Bádminton,Individual,-70kg,Profesional,197.62,68.39,23.79,27.89,9.5,54.64,23.54,75.64,102.19,175.54,58.02,28.46,65.32,1.821,3.359,5.757,58.37,142.8,67.68,196.69,134.53,55.95,16.24,2632.65,1007.74,9.749,22.011,14.672,8.36,13.21
ATH-13098,F,28,Bádminton,Individual,+80kg,Profesional,178.06,65.02,20.51,12.25,7.96,57.06,36.47,86.26,95.31,187.74,57.24,37.07,36.03,1.855,3.108,4.574,40.47,66.9,48.01,102.85,85.28,52.85,12.09,2103.88,1259.59,11.275,17.341,12.817,4.84,27.8
ATH-13099,M,29,Tenis,Individual,Open,Intermedio,176.83,66.08,21.14,13.3,8.79,57.29,35.53,89.73,97.5,184.7,56.14,35.48,32.42,1.73,3.166,4.983,29.84,42.1,46.67,124.26,93.06,55.61,13.51,2327.01,1278.62,11.322,18.425,11.551,4.82,16.57
ATH-13100,F,30,Boxeo,Individual,+80kg,Amateur,183.73,81.22,24.06,10.55,8.57,72.65,44.23,86.53,98.9,192.05,51.57,40.25,29.98,1.656,3.056,4.43,48.84,70.97,51.95,135.9,97.0,53.14,14.04,2183.53,1203.09,10.329,16.695,11.985,6.47,21.31
OUT-918,F,24,Bádminton,Individual,+80kg,Élite,204.46,66.32,16.52,28.92,15.57,66.04,53.16,77.72,94.15,171.29,61.08,28.74,21.29,1.468,3.265,3.563,42.41,112.66,69.48,170.18,127.7,71.5,17.34,1853.58,1668.31,12.781,21.595,4.907,11.17,13.87
ATH-13102,F,24,Judo,Individual,+80kg,Intermedio,167.25,76.76,27.44,9.88,7.59,69.17,40.73,91.31,95.85,174.13,50.67,35.3,27.02,1.735,3.037,4.664,47.18,90.56,48.55,151.25,105.34,53.43,12.75,2149.21,1273.04,11.904,18.995,8.775,5.56,25.94
ATH-13103,M,25,Bádminton,Individual,Open,Intermedio,181.38,82.5,25.08,13.29,10.97,71.53,41.68,88.43,100.88,189.33,61.55,34.8,38.72,1.804,3.329,4.85,36.9,87.94,58.7,129.03,110.6,51.89,14.8,2122.38,1143.44,11.26,17.128,13.592,5.35,16.53
OUT-213,F,25,Tenis,Individual,+80kg,Amateur,175.89,111.92,33.77,13.56,12.44,45.6,26.45,96.04,94.95,184.11,59.29,27.47,40.37,2.495,4.473,5.666,25.53,74.68,55.24,193.34,118.84,63.48,6.38,2652.51,1775.01,10.474,12.707,14.864,4.63,24.59
ATH-13105,F,31,Tenis,Individual,Open,Profesional,167.46,70.82,25.25,13.08,9.26,61.56,38.16,91.54,102.59,173.93,51.84,40.64,29.1,1.799,3.517,4.902,31.09,57.17,45.52,136.95,82.93,49.11,12.88,2199.48,1144.89,11.555,17.469,9.745,9.63,12.88
OUT-093,M,25,Tenis,Individual,+80kg,Intermedio,168.97,100.38,15.82,21.32,12.01,89.25,44.71,94.36,112.31,184.57,50.0,28.16,33.97,2.435,2.463,3.107,43.2,22.11,29.7,84.37,142.83,80.56,9.78,2645.74,2038.99,9.73,18.56,11.594,14.35,20.51
ATH-13107,F,18,Boxeo,Individual,Open,Amateur,168.17,71.35,25.23,14.44,10.3,61.05,36.57,88.16,98.56,178.02,57.25,36.84,34.45,1.873,3.241,4.571,48.84,108.94,50.75,118.6,83.28,51.52,13.16,2072.26,1117.83,9.915,15.915,9.67,7.97,19.58
ATH-13108,M,23,Bádminton,Individual,Open,Élite,176.81,79.31,25.37,17.1,13.56,65.75,40.41,93.28,101.33,184.48,54.42,31.77,41.99,1.947,3.644,5.279,29.65,64.96,41.69,122.69,82.78,54.76,13.39,2342.35,1157.14,10.93,17.729,12.735,6.47,11.64
ATH-13109,M,22,Judo,Individual,-70kg,Intermedio,173.86,78.39,25.93,9.65,7.56,70.83,41.12,88.74,100.31,175.83,52.26,38.19,25.11,1.617,2.838,4.326,40.45,77.05,46.39,148.85,77.12,60.8,15.44,2486.01,1408.73,11.406,19.909,9.979,3.72,17.39
ATH-13110,M,26,Bádminton,Individual,+80kg,Intermedio,179.63,74.67,23.14,10.61,7.92,66.75,35.77,87.96,103.94,184.57,51.98,34.3,26.35,1.66,3.009,4.335,31.06,67.2,46.15,132.03,81.67,51.89,11.61,1986.78,1101.82,11.725,18.804,10.87,7.63,23.66
ATH-13111,M,21,Judo,Individual,Open,Amateur,178.86,77.22,24.14,13.31,10.28,66.94,36.78,91.54,102.95,186.58,49.66,34.81,39.67,1.808,3.151,5.058,36.85,77.95,50.61,163.07,80.26,54.57,12.04,2327.53,1287.75,11.596,16.938,6.677,4.32,24.68
ATH-13112,F,26,Judo,Individual,Open,Élite,179.32,70.48,21.92,6.63,4.67,65.8,39.61,86.65,107.74,185.45,54.25,36.55,12.53,1.718,3.264,4.764,44.32,80.77,39.01,137.14,87.79,67.17,16.01,2819.21,1602.78,10.119,15.965,8.012,1.34,17.86
ATH-13113,M,23,Tenis,Individual,-70kg,Intermedio,170.95,66.16,22.64,13.44,8.89,57.27,34.76,84.62,94.45,176.77,53.74,35.46,39.22,1.718,2.932,4.142,25.0,68.18,42.58,129.02,62.22,55.03,15.07,2328.23,1240.43,11.596,18.767,8.999,5.25,22.74
ATH-13114,M,21,Judo,Individual,Open,Intermedio,173.27,74.85,24.93,9.84,7.36,67.48,35.45,83.81,99.54,177.2,58.03,35.78,29.3,1.736,3.258,4.644,32.44,63.64,45.02,163.03,87.16,59.08,14.41,2464.16,1326.87,11.16,17.203,8.922,7.33,16.2
OUT-915,F,21,Judo,Individual,Open,Intermedio,177.4,97.21,30.2,10.05,10.96,93.79,31.82,97.56,96.36,212.74,56.7,33.52,48.36,1.403,2.916,6.66,49.11,35.1,62.48,135.48,76.59,80.6,17.2,2096.37,1218.24,11.386,19.122,10.002,2.48,37.06
ATH-13116,F,22,Boxeo,Individual,-70kg,Intermedio,179.24,68.41,21.29,9.82,6.72,61.69,36.79,82.84,97.96,179.61,52.27,35.74,25.77,1.717,3.258,4.707,39.3,84.12,43.88,138.59,94.28,53.04,13.46,2237.79,1180.29,11.017,17.285,12.698,7.62,28.08
